subject,provider,published_date,contract_price,status,contract_url,procurement_entity,reference_number,method,successful_bidder,removal_date,published_by,published_on,signed_by,extraction_timestamp,bidder_type,bidder_name,bidder_price,bidder_rank,evaluation_stage,failure_reasons
Consultancy Services- Functional testing and validation of installed smart classroom at UICT,"<span class=""text-muted"">TAZA TAZA VENTURES LIMITED</span>",12-08-2025,"UGX
                                            :99,993,199.88
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61845525,Uganda Institute of Information and Communication Technology,UICT/CONS/2024-2025/00033,Request for Quotations/Proposals,TAZA TAZA VENTURES LIMITED,26-08-2025,Head PDU,12 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:02:54.226666,unsuccessful,GULF AFRICA LIMITED,"99,499,960.00",0,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: FailFinancial
                                                            Evaluation","1. The bidder scored 78.83%,  which is less than 80% minimum qualifying mark. The major weakness of the proposal was failure to demonstrate experience in similar ICT infrastructure testing assignments, particularly in educational or institutional settings, as evidenced by at least two reference letters from past clients. The reference letters should clearly outline the nature of the work performed, the setting, and the Consultant’s performance to verify the relevance and quality of previous assignments."
PROCUREMENT FOR TRAINING USERS & DIGITAL CHANGE AGENTS ON LMS FOR THE NATIONAL DIGITAL LITERACY AND ENTREPRENEURSHIP TRAINING INITIATIVE.,"<span class=""text-muted"">JINJA INSTITUTE OF TECHNOLOGY LTD BY GUARANTEE</span>",12-08-2025,"UGX
                                            :90,899,999.64
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61847550,Uganda Institute of Information and Communication Technology,UICT/CONS/2024-2025/00032,Direct Procurement,JINJA INSTITUTE OF TECHNOLOGY LTD BY GUARANTEE,12-08-2025,Head PDU,12 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:02:56.686903,successful_only,,,,,
PROVISION OF CATERING SERVICES UNDER FRAMEWORK CONTRACT AT THE INNOVATION HUB,1Bidders,04-08-2025,"UGX
                                            :0.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61557975,Uganda Institute of Information and Communication Technology,UICT/NCONS/2024-2025/00094,Request for Quotations/Proposals,,18-08-2025,Head PDU,04 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:02:59.318895,successful_only,,,,,
Provision of staff lunch under framework contract,1Bidders,04-08-2025,"UGX
                                            :0.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61566075,Uganda Institute of Information and Communication Technology,UICT/NCONS/2024-2025/00090,Request for Quotations/Proposals,,18-08-2025,Head PDU,04 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:03:01.827753,successful_only,,,,,
REQUEST FOR ACCOMMODATION FOR A TRAINING WORKSHOP FOR CONTRACTS COMMITTEE MEMBERS AND HEADS OF DDEPARTMENTS,"<span class=""text-muted"">RIDAR HOTEL LIMITED</span>",04-08-2025,"UGX
                                            :83,839,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61580250,Uganda Institute of Information and Communication Technology,UICT/NCONS/2024-2025/00061,Request for Quotations/Proposals,RIDAR HOTEL LIMITED,18-08-2025,Head PDU,04 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:03:04.245046,successful_only,,,,,
SUPPLY AND DELIVERY OF BRANDED ITEMS FOR THE NATIONAL ICT INNOVATION HUB,"<span class=""text-muted"">PRISTINE MEDIA(U) LIMITED</span>",12-09-2025,"UGX
                                            :31,497,740.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63194175,Uganda Institute of Information and Communication Technology,UICT/SUPLS/2025-2026/00003,Request for Quotations/Proposals,PRISTINE MEDIA(U) LIMITED,26-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:06.632061,unsuccessful,JANINE SERVICES LIMITED,"32,913,738.82",,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: Non ResponsiveFinancial
                                                            Evaluation",1. Experience: Attach two copies of contracts for similar or related supplies-Not attached
SUPPLY AND DELIVERY OF BRANDED ITEMS FOR THE NATIONAL ICT INNOVATION HUB,"<span class=""text-muted"">PRISTINE MEDIA(U) LIMITED</span>",12-09-2025,"UGX
                                            :31,497,740.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63194175,Uganda Institute of Information and Communication Technology,UICT/SUPLS/2025-2026/00003,Request for Quotations/Proposals,PRISTINE MEDIA(U) LIMITED,26-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:06.632061,unsuccessful,EDDLUST CONCEPTS LIMITED,"31,699,991.95",,"Preliminary
                                                            Evaluation: Non CompliantDetailed Evaluation:Financial
                                                            Evaluation",1. The bidder used a wrong format for the CODE OF ETHICAL CONDUCT IN BUSINESS FOR BIDDERS AND PROVIDERS
SUPPLY AND DELIVERY OF BRANDED ITEMS FOR THE NATIONAL ICT INNOVATION HUB,"<span class=""text-muted"">PRISTINE MEDIA(U) LIMITED</span>",12-09-2025,"UGX
                                            :31,497,740.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63194175,Uganda Institute of Information and Communication Technology,UICT/SUPLS/2025-2026/00003,Request for Quotations/Proposals,PRISTINE MEDIA(U) LIMITED,26-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:06.632061,unsuccessful,JULIAN EMMIE SOLUTIONS LTD,"33,303,143.54",,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: Non ResponsiveFinancial
                                                            Evaluation",1. Experience: Attach two copies of contracts for similar or related supplies-Not attached
Insurance Services - Acquisition of Insurance for the Institute vehicles,"<span class=""text-muted"">SANLAM GENERAL INSURANCE (UGANDA) LIMITED</span>",12-09-2025,"UGX
                                            :23,360,947.10
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63200250,Uganda Institute of Information and Communication Technology,UICT/NCONS/2025-2026/00001,Request for Quotations/Proposals,SANLAM GENERAL INSURANCE (UGANDA) LIMITED,26-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:08.980669,successful_only,,,,,
"Motor vehicles, motorcycles, bicycles and spare parts - Procurement of Motor Vehicle","<span class=""text-muted"">MIGHTY RIDES LIMITED</span>",12-09-2025,"UGX
                                            :295,000,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63204300,Uganda Institute of Information and Communication Technology,UICT/SUPLS/2025-2026/00001,Restricted Domestic Bidding Method,MIGHTY RIDES LIMITED,26-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:11.386763,unsuccessful,CFAO MOBILITY UGANDA LIMITED,"269,000,000.36",,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: Non ResponsiveFinancial
                                                            Evaluation",1. Payment terms: 100% of the total contract value upon delivery and approval of the supplies within a period of two (02) months after the supply and delivery of the motor vehicle- Non Responsive
"Motor vehicles, motorcycles, bicycles and spare parts - Procurement of Motor Vehicle","<span class=""text-muted"">MIGHTY RIDES LIMITED</span>",12-09-2025,"UGX
                                            :295,000,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-success"">Completed</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63204300,Uganda Institute of Information and Communication Technology,UICT/SUPLS/2025-2026/00001,Restricted Domestic Bidding Method,MIGHTY RIDES LIMITED,26-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:11.386763,unsuccessful,MAYBACH MOTORS LTD,"385,034,000.00",,"Preliminary
                                                            Evaluation: CompliantDetailed Evaluation: Non ResponsiveFinancial
                                                            Evaluation",1. Insurance: 110% of the total contract value-Non Responsive
RADIO ADVERTS /MENTIONS ON A LEADING LUGANDA AND ENGLISH STATION FOR A PERIOD OF 30 NON CONSECUTIVE DAYS,"<span class=""text-muted"">AFRICA FM. LIMITED</span>",12-09-2025,"UGX
                                            :4,955,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63256950,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00126,Micro Procurement,AFRICA FM. LIMITED,12-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:13.672201,successful_only,,,,,
"A PROCUREMENT OF A QUARTER PAGE PUBLICATION ON THE COLLECTION OF  TRADE LICENSES IN A LUGANDA DAILY,","<span class=""text-muted"">NEW VISION PRINTING AND PUBLISHING CO. LTD, CHANGED FROM PRIVATE COMPANY TO PUBLIC</span>",15-09-2025,"UGX
                                            :1,993,900.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63273150,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00156,Micro Procurement,"NEW VISION PRINTING AND PUBLISHING CO. LTD, CHANGED FROM PRIVATE COMPANY TO PUBLIC",15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:16.002710,unsuccessful,NILE POST NEWS SERVICES LIMITED,"118,000.00",,"Preliminary
                                                            Evaluation:Detailed Evaluation: Non ResponsiveFinancial
                                                            Evaluation",-
Routine servicing of vehicles   REG NO. UAZ 744A  and  UBF 317M  at mileage 243269km and 132911km respectively,"<span class=""text-muted"">N.S HAMIIM SPAREPARTS AND GARAGE LTD</span>",24-09-2025,"UGX
                                            :3,720,540.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63791550,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00264,Micro Procurement,N.S HAMIIM SPAREPARTS AND GARAGE LTD,24-09-2025,Head PDU,24 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:18.338983,unsuccessful,SUMMER AUTO SERVICES LTD,"3,853,880.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
A PROCUREMENT OF A QUARTER PAGE PUBLICATION  ON THE  COLLECTION OF LOCAL GOVERNMENT HOTEL TAX IN AN ENGLISH DAILY,"<span class=""text-muted"">NEW VISION PRINTING AND PUBLISHING CO. LTD, CHANGED FROM PRIVATE COMPANY TO PUBLIC</span>",15-09-2025,"UGX
                                            :2,100,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63283275,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00150,Micro Procurement,"NEW VISION PRINTING AND PUBLISHING CO. LTD, CHANGED FROM PRIVATE COMPANY TO PUBLIC",15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:20.675986,unsuccessful,NILE POST NEWS SERVICES LIMITED,"118,000.00",,"Preliminary
                                                            Evaluation:Detailed Evaluation: Non ResponsiveFinancial
                                                            Evaluation",-
Refreshments for BoT III - 2025 Meeting at Kawempe Muslim SS and Yudesi Nursery and Primary School,"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",15-09-2025,"UGX
                                            :4,908,800.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63289350,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00217,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:23.057635,successful_only,,,,,
BREAKFAST & LUNCH FOR EDRMS ON BOARDING,"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",12-09-2025,"UGX
                                            :1,964,700.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63291375,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00228,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,12-09-2025,Head PDU,12 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:25.388196,successful_only,,,,,
RADIO ADVERTS/ MENTIONS ON A LUGANDA STATION FOR 30 NON CONSECUTIVE DAYS ON THE KCCA WORKS IN THE CITY,"<span class=""text-muted"">GALAXY FM LIMITED</span>",24-09-2025,"UGX
                                            :4,999,999.84
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63840150,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00095,Micro Procurement,GALAXY FM LIMITED,24-09-2025,Head PDU,24 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:27.729709,successful_only,,,,,
"Facilitation for respective five standing committee meetings scheduled from 22nd to 25th September 2025 to discuss the First quarter departmental reports for FY 2025/26, Kawempe Division","<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",15-09-2025,"UGX
                                            :2,463,250.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63329850,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00186,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:30.055449,successful_only,,,,,
"Facilatation for Lunch Buffet during the Ordinary Council Meeting scheduled for 21st October 2025 to discuss the Fourth quarter departmental reports for FY 2024/25 and First quarter departmental reports for FY 2025/26, Kawempe Division","<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",15-09-2025,"UGX
                                            :3,835,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63333900,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00192,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:32.379521,unsuccessful,PIATO RESTAURANT LTD,"9,022,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
MECHANICAL REPAIRS OF UAZ 145A AND PED ROLLER KCCA-4170651-GG,"<span class=""text-muted"">KIWEDDE ENGINEERING SOLUTIONS LIMITED</span>",15-09-2025,"UGX
                                            :4,240,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63358200,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00208,Micro Procurement,KIWEDDE ENGINEERING SOLUTIONS LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:34.675523,unsuccessful,N.S HAMIIM SPAREPARTS AND GARAGE LTD,"5,475,200.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Procurement of black soil for Landscaping maintenance along Ggaba road,"<span class=""text-muted"">DYLANFORD UGANDA LIMITED</span>",26-08-2025,"UGX
                                            :4,928,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62329500,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00050,Micro Procurement,DYLANFORD UGANDA LIMITED,26-08-2025,Head PDU,26 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:03:37.049980,unsuccessful,DABGOLD (U) LTD,"4,944,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Provision of Breakfast and Session water at the Business committee meeting.,"<span class=""text-muted"">CELINCIA EVENTS AND SUPPLIES LIMITED</span>",14-08-2025,"UGX
                                            :368,160.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61918425,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00012,Micro Procurement,CELINCIA EVENTS AND SUPPLIES LIMITED,14-08-2025,Head PDU,14 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:03:39.421807,successful_only,,,,,
refreshments for Weekly directorate meetings/learning hour for 4 weeks,"<span class=""text-muted"">JIKONI RESTAURANT LIMITED</span>",01-10-2025,"UGX
                                            :4,720,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63548550,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00235,Micro Procurement,JIKONI RESTAURANT LIMITED,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:03:41.781184,successful_only,,,,,
Procurement request for provision of lunch and Breakfast for 30 members of Roads Committee during the Quarterly meeting scheduled for 26th September 2025,"<span class=""text-muted"">TENDO CATERING FAMILY</span>",01-10-2025,"UGX
                                            :2,849,700.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/64071000,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00342,Micro Procurement,TENDO CATERING FAMILY,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:03:44.069780,successful_only,,,,,
Procurement of Meals and Refreshment for the refresher DHIS 2 training for 25 health workers at Cityhall for 2 days,"<span class=""text-muted"">FIVE JEZ SUPPLIES LIMITED</span>",19-09-2025,"UGX
                                            :4,902,900.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63587025,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00214,Micro Procurement,FIVE JEZ SUPPLIES LIMITED,19-09-2025,Head PDU,19 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:46.429187,successful_only,,,,,
"TRANSMISION SYSTEM  REPAIRS OF MORTUARY TRACTOR MODEL TAFE 7502 , REG NO. UBA 921N  AND BODY REPAIRS FOR UBF 441N","<span class=""text-muted"">SUMMER AUTO SERVICES LTD</span>",19-09-2025,"UGX
                                            :3,168,300.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63601200,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00278,Micro Procurement,SUMMER AUTO SERVICES LTD,19-09-2025,Head PDU,19 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:48.734290,unsuccessful,NAGOYA REPAIRS LIMITED,"3,669,800.00",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
"TRANSMISION SYSTEM  REPAIRS OF MORTUARY TRACTOR MODEL TAFE 7502 , REG NO. UBA 921N  AND BODY REPAIRS FOR UBF 441N","<span class=""text-muted"">SUMMER AUTO SERVICES LTD</span>",19-09-2025,"UGX
                                            :3,168,300.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63601200,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00278,Micro Procurement,SUMMER AUTO SERVICES LTD,19-09-2025,Head PDU,19 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:48.734290,unsuccessful,VETO AUTO GARAGE LTD,"3,422,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
BREAKFAST & LUNCH FOR EDRMS ON BOARDING,"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",10-09-2025,"UGX
                                            :2,619,600.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63096975,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00168,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,10-09-2025,Head PDU,10 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:03:51.065374,unsuccessful,IMPERIAL GROUP OF HOTELS LTD,"6,372,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
Black soil for maintenance - Hoima road,"<span class=""text-muted"">GWENYZ HOLDINGS LIMITED</span>",29-08-2025,"UGX
                                            :4,340,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62590725,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00104,Micro Procurement,GWENYZ HOLDINGS LIMITED,29-08-2025,Head PDU,29 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:03:53.378146,unsuccessful,VACOM GENERAL TRADING LIMITED,"5,040,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
PROCUREMENT OF PLANTS FOR LANDSCAPE MAINTENANCE ALONG JINJA ROAD,"<span class=""text-muted"">NAKB HOLDINGS LTD</span>",29-08-2025,"UGX
                                            :4,948,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62596800,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00100,Micro Procurement,NAKB HOLDINGS LTD,29-08-2025,Head PDU,29 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:03:55.736514,unsuccessful,VACOM GENERAL TRADING LIMITED,"5,080,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
PROCUREMENT OF PLANTS FOR LANDSCAPE MAINTENANCE ALONG JINJA ROAD,"<span class=""text-muted"">NAKB HOLDINGS LTD</span>",29-08-2025,"UGX
                                            :4,948,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62596800,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00100,Micro Procurement,NAKB HOLDINGS LTD,29-08-2025,Head PDU,29 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:03:55.736514,unsuccessful,GWENYZ HOLDINGS LIMITED,"5,200,000.00",3,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
02 FULL PAGE ADVERT IN A MAGAZINE ON COMMEMORATION OF THE 63RD INDEPENDENCE DAY,"<span class=""text-muted"">TRANSFORMATION MEDIA LTD</span>",01-10-2025,"UGX
                                            :4,000,000.58
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/64156050,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00256,Micro Procurement,TRANSFORMATION MEDIA LTD,01-10-2025,Head PDU,01 Oct 2025,ACCOUNTING OFFICER,2025-10-04T13:03:58.085375,successful_only,,,,,
Water for training and matches for KCCA Volleyball Club,"<span class=""text-muted"">ASAPHAT SOLUTIONS (U) LIMITED</span>",22-09-2025,"UGX
                                            :2,399,800.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63663975,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00116,Micro Procurement,ASAPHAT SOLUTIONS (U) LIMITED,22-09-2025,Head PDU,22 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:00.399375,successful_only,,,,,
TRAINING ON THE NOMINATED ICT OFFICERS,"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",10-09-2025,"UGX
                                            :531,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63165825,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00203,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,10-09-2025,Head PDU,10 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:02.778818,successful_only,,,,,
FURNITURE  & FITTINGS - Replacement of Office Working Tools (Retooling),"<span class=""text-muted"">FLOSVITA (U) LIMITED</span>",22-08-2025,"UGX
                                            :1,176,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/62212050,Kampala Capital City Authority,KCCA/SUPLS/2025-2026/00076,Micro Procurement,FLOSVITA (U) LIMITED,22-08-2025,Head PDU,22 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:04:05.079808,unsuccessful,KIGO LITE SOLUTIONS LIMITED,"1,400,000.00",2,"Preliminary
                                                            Evaluation:Detailed Evaluation: ResponsiveFinancial
                                                            Evaluation",-
"Facilitation of Lunch buffet  during the Special Council meeting to discuss the Presentation and approval of the Division priorities for 2026/27 , Kawempe Division, Kawempe Division","<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",15-09-2025,"UGX
                                            :3,835,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63297450,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00194,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:07.403035,successful_only,,,,,
Request to run radio advertisements on an English speaking radio media house on solid waste management in the City,"<span class=""text-muted"">GALAXY FM LIMITED</span>",08-08-2025,"UGX
                                            :4,956,000.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/61748325,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00020,Micro Procurement,GALAXY FM LIMITED,08-08-2025,Head PDU,08 Aug 2025,ACCOUNTING OFFICER,2025-10-04T13:04:09.697999,successful_only,,,,,
Facilitation for meetings for City Health Meeting (CHT) and Health Workers Meeting (2 meetings),"<span class=""text-muted"">PENINA RESTAURANT & TAKE AWAY LIMITED</span>",15-09-2025,"UGX
                                            :991,200.00
                                            /= V.A.T Inclusive","<span class=""badge bg-blue"">Active</span>",https://egpuganda.go.ug/best-evaluated-bidder-notice-report/63317700,Kampala Capital City Authority,KCCA/NCONS/2025-2026/00111,Micro Procurement,PENINA RESTAURANT & TAKE AWAY LIMITED,15-09-2025,Head PDU,15 Sep 2025,ACCOUNTING OFFICER,2025-10-04T13:04:12.051595,successful_only,,,,,
